SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,SEASON
42017,2544,0041700403,"JUN 06, 2018",CLE vs. GSW,L,47,13,28,0.464,1,6,0.167,6,7,0.857,3,7,10,11,2,2,4,2,33,-8,1,2017-18
42017,2544,0041700402,"JUN 03, 2018",CLE @ GSW,L,44,10,20,0.5,2,4,0.5,7,9,0.778,1,8,9,13,2,0,5,2,29,-18,1,2017-18
42017,2544,0041700401,"MAY 31, 2018",CLE @ GSW,L,48,19,32,0.594,3,7,0.429,10,11,0.909,4,4,8,8,1,1,5,2,51,-13,1,2017-18
42017,2544,0041700307,"MAY 27, 2018",CLE @ BOS,W,48,12,24,0.5,3,8,0.375,8,11,0.727,0,15,15,9,0,2,8,4,35,8,1,2017-18
42017,2544,0041700306,"MAY 25, 2018",CLE vs. BOS,W,46,17,33,0.515,5,7,0.714,7,11,0.636,3,8,11,9,3,1,3,2,46,15,1,2017-18
42017,2544,0041700305,"MAY 23, 2018",CLE @ BOS,L,39,11,22,0.5,1,6,0.167,3,4,0.75,0,10,10,5,1,0,6,2,26,-11,1,2017-18
42017,2544,0041700304,"MAY 21, 2018",CLE vs. BOS,W,42,17,28,0.607,1,4,0.25,9,13,0.692,1,4,5,3,2,0,7,3,44,9,1,2017-18
42017,2544,0041700303,"MAY 19, 2018",CLE vs. BOS,W,38,8,12,0.667,3,3,1.0,8,10,0.8,1,4,5,12,2,2,3,3,27,31,1,2017-18
42017,2544,0041700302,"MAY 15, 2018",CLE @ BOS,L,39,16,29,0.552,5,11,0.455,5,10,0.5,1,9,10,12,0,1,6,3,42,-9,1,2017-18
42017,2544,0041700301,"MAY 13, 2018",CLE @ BOS,L,36,5,16,0.313,0,5,0.0,5,6,0.833,0,7,7,9,0,2,7,1,15,-32,1,2017-18
42017,2544,0041700204,"MAY 07, 2018",CLE vs. TOR,W,38,12,19,0.632,0,3,0.0,5,8,0.625,0,8,8,11,2,1,2,2,29,28,1,2017-18
42017,2544,0041700203,"MAY 05, 2018",CLE vs. TOR,W,41,14,26,0.538,1,4,0.25,9,11,0.818,1,5,6,7,3,1,4,1,38,2,1,2017-18
42017,2544,0041700202,"MAY 03, 2018",CLE @ TOR,W,41,19,28,0.679,1,3,0.333,4,8,0.5,1,7,8,14,1,0,1,1,43,20,2,2017-18
42017,2544,0041700201,"MAY 01, 2018",CLE @ TOR,W,47,12,30,0.4,1,8,0.125,1,6,0.167,0,11,11,13,1,2,1,2,26,5,1,2017-18
42017,2544,0041700137,"APR 29, 2018",CLE vs. IND,W,43,16,25,0.64,2,3,0.667,11,15,0.733,2,6,8,7,4,0,4,4,45,-2,1,2017-18
42017,2544,0041700136,"APR 27, 2018",CLE @ IND,L,31,7,16,0.438,3,6,0.5,5,5,1.0,0,5,5,7,1,2,4,3,22,-24,1,2017-18
42017,2544,0041700135,"APR 25, 2018",CLE vs. IND,W,42,14,24,0.583,1,4,0.25,15,15,1.0,3,7,10,8,1,1,5,3,44,2,1,2017-18
42017,2544,0041700134,"APR 22, 2018",CLE @ IND,W,46,12,22,0.545,0,5,0.0,8,9,0.889,2,11,13,7,0,2,1,3,32,3,1,2017-18
42017,2544,0041700133,"APR 20, 2018",CLE @ IND,L,42,10,22,0.455,4,7,0.571,4,6,0.667,3,9,12,8,1,1,6,1,28,-1,1,2017-18
42017,2544,0041700132,"APR 18, 2018",CLE vs. IND,W,40,17,24,0.708,2,5,0.4,10,13,0.769,1,11,12,5,2,0,3,1,46,7,1,2017-18
42017,2544,0041700131,"APR 15, 2018",CLE vs. IND,L,44,7,17,0.412,0,4,0.0,10,14,0.714,3,7,10,12,1,1,3,2,24,-13,1,2017-18
42019,2544,0041900406,"OCT 11, 2020",LAL @ MIA,W,41,13,20,0.65,1,5,0.2,1,4,0.25,3,11,14,10,1,0,1,3,28,18,1,2019-20
42019,2544,0041900405,"OCT 09, 2020",LAL vs. MIA,L,42,15,21,0.714,6,9,0.667,4,6,0.667,3,10,13,7,3,0,4,1,40,7,1,2019-20
42019,2544,0041900404,"OCT 06, 2020",LAL @ MIA,W,39,8,16,0.5,2,5,0.4,10,12,0.833,2,10,12,8,1,0,6,2,28,-2,1,2019-20
42019,2544,0041900403,"OCT 04, 2020",LAL @ MIA,L,39,9,16,0.563,1,5,0.2,6,9,0.667,1,9,10,8,0,2,8,2,25,-4,1,2019-20
42019,2544,0041900402,"OCT 02, 2020",LAL vs. MIA,W,39,14,25,0.56,3,8,0.375,2,5,0.4,2,7,9,9,1,1,0,2,33,7,1,2019-20
42019,2544,0041900401,"SEP 30, 2020",LAL vs. MIA,W,36,9,17,0.529,2,4,0.5,5,6,0.833,1,12,13,9,1,0,2,3,25,10,1,2019-20
42019,2544,0041900315,"SEP 26, 2020",LAL vs. DEN,W,40,15,25,0.6,1,4,0.25,7,8,0.875,3,13,16,10,1,0,2,2,38,12,1,2019-20
42019,2544,0041900314,"SEP 24, 2020",LAL @ DEN,W,38,7,18,0.389,1,3,0.333,11,14,0.786,1,8,9,8,0,0,0,2,26,8,1,2019-20
42019,2544,0041900313,"SEP 22, 2020",LAL @ DEN,L,37,14,23,0.609,1,4,0.25,1,2,0.5,1,9,10,11,2,2,6,1,30,2,1,2019-20
42019,2544,0041900312,"SEP 20, 2020",LAL vs. DEN,W,36,10,20,0.5,3,8,0.375,3,4,0.75,2,9,11,4,0,2,6,2,26,-9,1,2019-20
42019,2544,0041900311,"SEP 18, 2020",LAL vs. DEN,W,31,6,11,0.545,0,2,0.0,3,4,0.75,1,5,6,12,0,0,3,2,15,15,1,2019-20
42019,2544,0041900225,"SEP 12, 2020",LAL vs. HOU,W,31,9,18,0.5,3,8,0.375,8,10,0.8,2,9,11,7,2,1,4,2,29,19,1,2019-20
42019,2544,0041900224,"SEP 10, 2020",LAL @ HOU,W,34,7,17,0.412,0,5,0.0,2,3,0.667,1,14,15,9,3,0,4,2,16,15,1,2019-20
42019,2544,0041900223,"SEP 08, 2020",LAL @ HOU,W,38,13,23,0.565,4,9,0.444,6,10,0.6,0,7,7,5,1,4,2,1,36,8,1,2019-20
42019,2544,0041900222,"SEP 06, 2020",LAL vs. HOU,W,39,10,17,0.588,1,5,0.2,7,10,0.7,0,11,11,9,4,2,7,3,28,15,1,2019-20
42019,2544,0041900221,"SEP 04, 2020",LAL vs. HOU,L,37,7,15,0.467,2,7,0.286,4,5,0.8,1,7,8,7,0,2,4,2,20,-15,1,2019-20
42019,2544,0041900145,"AUG 29, 2020",LAL vs. POR,W,34,14,19,0.737,4,7,0.571,4,4,1.0,0,10,10,10,1,1,5,1,36,20,1,2019-20
42019,2544,0041900144,"AUG 24, 2020",LAL @ POR,W,28,10,12,0.833,4,5,0.8,6,8,0.75,1,5,6,10,0,1,2,2,30,17,1,2019-20
42019,2544,0041900143,"AUG 22, 2020",LAL @ POR,W,34,11,18,0.611,4,8,0.5,12,17,0.706,1,11,12,8,2,0,8,3,38,2,1,2019-20
42019,2544,0041900142,"AUG 20, 2020",LAL vs. POR,W,27,4,11,0.364,0,3,0.0,2,2,1.0,0,6,6,7,2,0,6,1,10,23,1,2019-20
42019,2544,0041900141,"AUG 18, 2020",LAL vs. POR,L,41,9,20,0.45,1,5,0.2,4,7,0.571,2,15,17,16,1,0,4,1,23,-3,1,2019-20
42020,2544,0042000156,"JUN 03, 2021",LAL vs. PHX,L,41,11,26,0.423,3,10,0.3,4,6,0.667,2,7,9,7,2,2,3,1,29,-3,1,2020-21
42020,2544,0042000155,"JUN 01, 2021",LAL @ PHX,L,32,9,19,0.474,6,10,0.6,0,0,0.0,1,4,5,7,0,0,3,1,24,-24,1,2020-21
42020,2544,0042000154,"MAY 30, 2021",LAL vs. PHX,L,38,10,21,0.476,1,7,0.143,4,7,0.571,2,10,12,6,1,0,6,1,25,6,1,2020-21
42020,2544,0042000153,"MAY 27, 2021",LAL vs. PHX,W,38,9,19,0.474,1,5,0.2,2,3,0.667,1,5,6,9,1,0,7,0,21,15,1,2020-21
42020,2544,0042000152,"MAY 25, 2021",LAL @ PHX,W,39,9,16,0.563,4,9,0.444,1,1,1.0,0,4,4,9,2,0,1,3,23,14,1,2020-21
42020,2544,0042000151,"MAY 23, 2021",LAL @ PHX,L,36,6,13,0.462,3,7,0.429,3,6,0.5,1,6,7,10,3,0,5,1,18,2,1,2020-21
42022,2544,0042200314,"MAY 22, 2023",LAL vs. DEN,L,48,15,25,0.6,4,7,0.571,6,7,0.857,2,8,10,9,2,0,1,1,40,-2,1,2022-23
42022,2544,0042200313,"MAY 20, 2023",LAL vs. DEN,L,43,8,19,0.421,3,9,0.333,4,7,0.571,0,7,7,12,0,0,2,2,23,-4,1,2022-23
42022,2544,0042200312,"MAY 18, 2023",LAL @ DEN,L,40,9,19,0.474,0,6,0.0,4,4,1.0,0,9,9,10,4,2,3,2,22,4,1,2022-23
42022,2544,0042200311,"MAY 16, 2023",LAL @ DEN,L,40,9,16,0.563,0,4,0.0,8,11,0.727,3,9,12,9,0,1,3,1,26,-6,1,2022-23
42022,2544,0042200236,"MAY 12, 2023",LAL vs. GSW,W,43,10,14,0.714,2,3,0.667,8,11,0.727,0,9,9,9,2,1,2,2,30,21,1,2022-23
42022,2544,0042200235,"MAY 10, 2023",LAL @ GSW,L,39,9,17,0.529,3,7,0.429,4,4,1.0,1,8,9,3,2,1,4,3,25,-16,1,2022-23
42022,2544,0042200234,"MAY 08, 2023",LAL vs. GSW,W,43,10,25,0.4,2,9,0.222,5,5,1.0,2,7,9,6,0,1,3,3,27,-8,1,2022-23
42022,2544,0042200233,"MAY 06, 2023",LAL vs. GSW,W,32,6,11,0.545,2,4,0.5,7,8,0.875,1,7,8,8,0,1,0,0,21,26,1,2022-23
42022,2544,0042200232,"MAY 04, 2023",LAL @ GSW,L,28,10,18,0.556,3,8,0.375,0,0,0.0,0,7,7,3,1,0,0,3,23,-27,1,2022-23
42022,2544,0042200231,"MAY 02, 2023",LAL @ GSW,W,40,9,24,0.375,1,8,0.125,3,4,0.75,2,9,11,4,0,3,4,0,22,1,1,2022-23
42022,2544,0042200156,"APR 28, 2023",LAL vs. MEM,W,31,9,13,0.692,2,5,0.4,2,3,0.667,1,4,5,6,1,0,3,2,22,32,1,2022-23
42022,2544,0042200155,"APR 26, 2023",LAL @ MEM,L,37,5,17,0.294,1,9,0.111,4,6,0.667,2,8,10,5,1,1,5,1,15,-1,1,2022-23
42022,2544,0042200154,"APR 24, 2023",LAL vs. MEM,W,45,8,18,0.444,1,7,0.143,5,7,0.714,5,15,20,7,0,2,1,3,22,8,1,2022-23
42022,2544,0042200153,"APR 22, 2023",LAL vs. MEM,W,36,10,20,0.5,0,4,0.0,5,7,0.714,2,7,9,5,1,1,3,3,25,-6,1,2022-23
42022,2544,0042200152,"APR 19, 2023",LAL @ MEM,L,39,12,23,0.522,1,8,0.125,3,4,0.75,2,10,12,3,1,1,1,1,28,-17,1,2022-23
42022,2544,0042200151,"APR 16, 2023",LAL @ MEM,W,34,8,16,0.5,3,8,0.375,2,4,0.5,2,9,11,5,2,3,5,1,21,7,1,2022-23
42023,2544,0042300155,"APR 29, 2024",LAL @ DEN,L,44,11,21,0.524,3,7,0.429,5,7,0.714,1,8,9,11,4,0,1,4,30,3,1,2023-24
42023,2544,0042300154,"APR 27, 2024",LAL vs. DEN,W,39,14,23,0.609,0,2,0.0,2,2,1.0,1,4,5,4,3,1,6,0,30,1,1,2023-24
42023,2544,0042300153,"APR 25, 2024",LAL vs. DEN,L,42,12,20,0.6,1,6,0.167,1,2,0.5,0,6,6,9,2,1,3,3,26,-8,1,2023-24
42023,2544,0042300152,"APR 22, 2024",LAL @ DEN,L,38,9,19,0.474,3,6,0.5,5,7,0.714,0,8,8,12,2,2,2,3,26,2,1,2023-24
42023,2544,0042300151,"APR 20, 2024",LAL @ DEN,L,41,10,16,0.625,3,5,0.6,4,5,0.8,2,4,6,8,1,1,7,1,27,-9,1,2023-24
